0, 0, 278, 0, 279, 279, 0, 281
0, 0, 277, 0, 278, 278, 0, 279
0, 0, 279, -1, 280, 278, 1, 280
0, 0, 279, 2, 279, 280, 0, 282
0, 0, 279, 0, 279, 279, 1, 280
0, 0, 279, 0, 279, 279, 1, 280
0, 0, 278, 1, 279, 279, 1, 281
0, 0, 278, 0, 279, 279, 0, 281
0, 0, 278, 0, 280, 279, 0, 281
0, 0, 278, 0, 279, 279, 0, 280
0, 0, 279, 0, 279, 278, 0, 280
0, 0, 180, -1, 184, 176, 5, 178
0, 0, 283, -5, 287, 276, 3, 281
0, 0, 142, 0, 145, 141, 2, 144
0, 0, 178, 0, 183, 177, 4, 177
0, 0, 282, -1, 285, 277, 3, 282
0, 0, 143, 0, 145, 142, 3, 143
0, 0, 179, 1, 181, 177, 5, 178
0, 0, 282, -2, 286, 276, 2, 282
0, 0, 142, 0, 145, 142, 2, 143
0, 0, 180, 0, 183, 176, 5, 178
0, 0, 284, -2, 288, 277, 4, 283
0, 0, 144, 0, 146, 142, 3, 144
0, 0, 180, 1, 184, 177, 5, 179
0, 0, 284, -3, 288, 276, 4, 282
0, 0, 143, 1, 145, 142, 3, 143
0, 0, 180, 1, 182, 178, 5, 178
0, 0, 283, -4, 287, 276, 3, 282
0, 0, 142, -1, 146, 142, 3, 143
0, 0, 180, 0, 183, 177, 4, 178
0, 0, 283, -3, 286, 276, 3, 281
0, 0, 142, 0, 145, 142, 2, 143
0, 0, 179, 0, 183, 177, 5, 178
0, 0, 284, -3, 287, 277, 4, 283
0, 0, 142, 1, 145, 143, 2, 145
0, 0, 179, 1, 183, 177, 4, 178
0, 0, 284, -2, 288, 275, 4, 281
0, 0, 143, 2, 146, 143, 4, 144
0, 0, 180, 1, 184, 177, 5, 178
0, 0, 284, -2, 288, 277, 4, 282
0, 0, 142, 1, 145, 143, 2, 145
0, 0, 180, 1, 184, 177, 4, 178
0, 0, 284, -1, 288, 277, 3, 283
0, 0, 144, 1, 147, 143, 3, 145
0, 0, 179, 0, 182, 176, 4, 177
0, 0, 283, -3, 287, 277, 3, 282
0, 0, 144, 1, 147, 142, 3, 143
0, 0, 179, 0, 182, 177, 4, 178
0, 0, 284, -2, 287, 276, 4, 282
0, 0, 143, 1, 145, 143, 4, 143
0, 0, 284, 7, 277, 286, -6, 281
0, 0, 141, -1, 139, 141, -2, 140
0, 0, 178, 3, 174, 179, -3, 178
0, 0, 284, 9, 277, 288, -6, 283
0, 0, 143, 0, 140, 142, -1, 141
0, 0, 177, 2, 173, 178, -4, 177
0, 0, 284, 9, 277, 287, -6, 282
0, 0, 142, -2, 140, 141, -1, 140
0, 0, 177, 3, 174, 178, -5, 177
0, 0, 284, 9, 277, 287, -6, 282
0, 0, 141, -1, 139, 142, -2, 140
0, 0, 177, 2, 173, 178, -5, 177
0, 0, 284, 9, 277, 287, -6, 282
0, 0, 143, -1, 139, 141, -2, 140
0, 0, 177, 2, 173, 178, -5, 177
0, 0, 282, 9, 276, 288, -8, 283
0, 0, 143, -1, 140, 143, -1, 141
0, 0, 175, 2, 172, 178, -6, 177
0, 0, 284, 8, 277, 286, -6, 281
0, 0, 144, -2, 140, 143, -1, 141
0, 0, 177, 2, 173, 178, -4, 177
0, 0, 285, 8, 277, 286, -6, 281
0, 0, 143, -1, 140, 143, -1, 141
0, 0, 177, 1, 173, 178, -4, 177
0, 0, 284, 7, 277, 286, -6, 281
0, 0, 144, -2, 140, 143, -1, 141
0, 0, 176, 4, 173, 179, -5, 178
0, 0, 282, 9, 276, 288, -8, 283
