0, 0, 445, -57, 434, 523, -4, 451
0, 0, 444, -55, 433, 524, -5, 452
0, 0, 445, -54, 435, 524, -4, 452
0, 0, 444, -56, 433, 523, -6, 451
0, 0, 444, -54, 434, 525, -5, 452
0, 0, 446, -56, 434, 523, -5, 450
0, 0, 444, -55, 434, 523, -5, 451
0, 0, 446, -56, 434, 523, -5, 450
0, 0, 446, -56, 434, 523, -5, 450
0, 0, 444, -57, 433, 523, -5, 451
0, 0, 445, -56, 434, 524, -4, 451
0, 0, 445, -56, 434, 523, -4, 451
0, 0, 396, -117, 389, 425, -3, 430
0, 0, 398, -118, 391, 426, -3, 431
0, 0, 397, -117, 390, 427, -2, 430
0, 0, 396, -117, 389, 425, -2, 429
0, 0, 397, -116, 390, 425, -3, 430
0, 0, 396, -117, 390, 426, -3, 431
0, 0, 396, -117, 389, 425, -3, 430
0, 0, 396, -116, 390, 426, -3, 429
0, 0, 397, -117, 390, 425, -2, 430
0, 0, 398, -118, 390, 426, -2, 430
0, 0, 396, -118, 390, 426, -2, 430
0, 0, 397, -117, 390, 425, -2, 430
0, 0, 397, -118, 389, 425, -3, 431
0, 0, 395, -118, 388, 424, -4, 430
0, 0, 396, -117, 389, 425, -3, 430
0, 0, 417, 5, 419, 567, 2, 441
0, 0, 417, 4, 420, 566, 2, 439
0, 0, 417, 4, 419, 567, 3, 440
0, 0, 418, 2, 420, 567, 2, 440
0, 0, 416, 6, 419, 568, 2, 441
0, 0, 416, 5, 420, 568, 2, 441
0, 0, 417, 4, 420, 568, 3, 441
0, 0, 418, 6, 421, 568, 3, 441
0, 0, 416, 6, 420, 567, 2, 441
0, 0, 417, 4, 419, 568, 2, 441
0, 0, 416, 4, 420, 566, 3, 439
0, 0, 418, 4, 420, 568, 3, 441
0, 0, 251, 32, 252, 324, -1, 258
0, 0, 251, 32, 251, 323, -1, 258
0, 0, 249, 32, 250, 324, -2, 259
0, 0, 251, 32, 252, 324, 0, 258
0, 0, 251, 32, 252, 324, 0, 259
0, 0, 251, 32, 252, 324, 0, 258
0, 0, 251, 32, 252, 323, 0, 259
0, 0, 250, 32, 252, 324, 0, 259
0, 0, 251, 32, 252, 324, -1, 258
0, 0, 250, 32, 252, 324, -1, 260
0, 0, 251, 32, 252, 323, 0, 259
0, 0, 252, 32, 252, 323, 1, 259
0, 0, 251, 32, 251, 324, 0, 258
0, 0, 251, 32, 251, 323, 0, 260
0, 0, 178, 28, 179, 272, 0, 219
0, 0, 178, 29, 179, 274, -1, 220
0, 0, 178, 29, 179, 273, 1, 220
0, 0, 179, 27, 180, 272, 0, 219
0, 0, 179, 28, 179, 273, 0, 220
0, 0, 179, 27, 179, 273, 1, 218
0, 0, 178, 29, 179, 272, 0, 220
0, 0, 179, 29, 179, 274, 0, 220
0, 0, 178, 29, 179, 272, 0, 220
0, 0, 179, 27, 179, 273, 1, 218
0, 0, 179, 28, 179, 273, 0, 220
0, 0, 178, 28, 179, 273, 0, 220
0, 0, 178, 29, 179, 273, 0, 219
0, 0, 179, 29, 179, 274, 0, 220
0, 0, 179, -36, 177, 206, 0, 217
0, 0, 178, -36, 176, 205, 0, 216
0, 0, 178, -36, 178, 206, 0, 217
0, 0, 178, -37, 178, 205, 0, 216
0, 0, 177, -35, 177, 206, -1, 217
0, 0, 177, -36, 176, 206, -1, 217
0, 0, 179, -36, 177, 206, 0, 216
0, 0, 178, -36, 178, 206, 0, 217
0, 0, 178, -36, 177, 206, -1, 217
0, 0, 178, -36, 177, 206, -1, 217
0, 0, 178, -36, 178, 206, -1, 216
0, 0, 178, -35, 177, 206, -1, 217
0, 0, 178, -36, 178, 206, 0, 216
0, 0, 179, -36, 178, 206, 0, 215
0, 0, 178, -37, 177, 206, -1, 216
0, 0, 178, -35, 177, 206, 0, 217
0, 0, 178, -36, 177, 206, 0, 216
0, 0, 262, -67, 257, 224, -9, 260
0, 0, 261, -70, 256, 222, -8, 259
0, 0, 262, -70, 256, 221, -8, 259
0, 0, 262, -70, 258, 222, -8, 259
0, 0, 263, -68, 257, 223, -7, 259
0, 0, 263, -70, 257, 222, -7, 256
0, 0, 263, -70, 257, 222, -7, 256
0, 0, 262, -71, 256, 221, -8, 258
0, 0, 262, -70, 256, 222, -8, 259
0, 0, 261, -69, 256, 222, -8, 258
