0, 0, 85, 42, 86, 165, 1, 141
0, 0, 145, -56, 146, 156, -1, 262
0, 0, 146, -55, 146, 156, -1, 264
0, 0, 84, 42, 85, 166, 1, 141
0, 0, 86, 42, 86, 166, 2, 141
0, 0, 146, -55, 146, 157, 0, 263
0, 0, 86, 41, 86, 166, 2, 141
0, 0, 146, -56, 147, 156, -1, 264
0, 0, 86, 43, 86, 166, 2, 142
0, 0, 146, -54, 147, 157, -1, 264
0, 0, 86, 42, 86, 167, 2, 142
0, 0, 146, -55, 147, 157, -1, 264
0, 0, 146, -55, 147, 157, -1, 265
0, 0, 86, 42, 87, 167, 2, 141
0, 0, 85, 42, 86, 166, 2, 141
0, 0, 146, -54, 147, 157, -2, 266
0, 0, 85, 41, 86, 166, 1, 142
0, 0, 146, -55, 147, 157, -1, 264
0, 0, 147, -55, 147, 157, 0, 261
0, 0, 86, 41, 86, 167, 3, 141
0, 0, 122, 69, 122, 271, 1, 247
0, 0, 122, 70, 122, 271, 1, 247
0, 0, 122, 69, 122, 270, 1, 247
0, 0, 122, 71, 123, 272, 1, 248
0, 0, 122, 71, 122, 272, 1, 248
0, 0, 122, 69, 122, 271, 1, 247
0, 0, 122, 71, 122, 272, 1, 249
0, 0, 123, 69, 122, 270, 1, 247
0, 0, 122, 70, 122, 271, 1, 247
0, 0, 122, 70, 122, 271, 1, 247
0, 0, 179, 111, 181, 353, 0, 308
0, 0, 76, -34, 77, 80, 1, 128
0, 0, 179, 111, 180, 352, 0, 306
0, 0, 76, -33, 77, 80, 1, 128
0, 0, 179, 111, 181, 353, 1, 307
0, 0, 76, -33, 77, 79, 1, 128
0, 0, 180, 111, 180, 352, 1, 307
0, 0, 76, -33, 78, 80, 1, 128
0, 0, 179, 112, 180, 353, 1, 306
0, 0, 76, -34, 77, 80, 1, 127
0, 0, 179, 111, 180, 353, 1, 307
0, 0, 76, -33, 77, 80, 1, 128
0, 0, 180, 111, 180, 353, 1, 307
0, 0, 75, -33, 76, 80, 0, 128
0, 0, 179, 111, 181, 353, 1, 308
0, 0, 76, -33, 77, 80, 1, 128
0, 0, 180, 111, 181, 353, 1, 307
0, 0, 76, -33, 77, 80, 1, 127
0, 0, 179, 111, 180, 352, 1, 306
0, 0, 76, -34, 77, 79, 1, 126
0, 0, 101, -28, 99, 102, -3, 148
0, 0, 101, -26, 99, 103, -3, 149
0, 0, 101, -28, 99, 102, -3, 147
0, 0, 101, -27, 98, 103, -3, 148
0, 0, 101, -28, 99, 102, -3, 149
0, 0, 100, -28, 98, 101, -4, 147
0, 0, 101, -28, 99, 103, -3, 148
0, 0, 100, -27, 99, 103, -3, 148
0, 0, 100, -27, 98, 103, -4, 148
0, 0, 100, -27, 98, 102, -4, 149
0, 0, 101, -27, 99, 103, -3, 148
0, 0, 72, -5, 68, 148, -3, 178
0, 0, 101, -28, 99, 102, -2, 148
0, 0, 84, 81, 83, 253, -3, 207
0, 0, 86, 80, 84, 253, -2, 206
0, 0, 85, 81, 83, 253, -2, 206
0, 0, 104, 72, 104, 260, -1, 227
0, 0, 104, 72, 103, 259, -1, 227
0, 0, 104, 72, 103, 260, -1, 227
0, 0, 104, 72, 104, 259, -1, 228
0, 0, 105, 71, 104, 259, 0, 227
0, 0, 104, 72, 103, 259, -1, 227
0, 0, 104, 73, 104, 259, 0, 227
0, 0, 105, 72, 104, 259, 0, 228
0, 0, 105, 72, 104, 259, -1, 227
0, 0, 104, 71, 103, 258, -1, 227
0, 0, 104, 71, 103, 259, -1, 227
0, 0, 104, 72, 104, 259, -1, 228
